donor,announcement_date,source_reported_value,reporting_currency,aid_type_general,aid_type_specific,measure,explanation
Sweden,28.05.24,500.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source 1, the Ministry of Foreign Affairs has allocated a new energy package in the amount of SEK 650 million to secure Ukraine’s energy supply. This is funded through the development assistance budget and are managed by the Swedish International Development Cooperation Agency (Sida). This package is comprised of SEK 500 million to the Energy Community’s Ukraine Energy Support Fund (UESF) and SEK 150 million through the United Nations Development Programme (UNDP). This entry records an allocation of SEK 500 million to the Ukraine Energy Support Fund (UESF) under the commitment of international development cooperation registered in SEH9."
Sweden,28.05.24,150.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source 1, the Ministry of Foreign Affairs has allocated a new energy package in the amount of SEK 650 million to secure Ukraine’s energy supply. This is funded through the development assistance budget and are managed by the Swedish International Development Cooperation Agency (Sida). This package is comprised of SEK 500 million to the Energy Community’s Ukraine Energy Support Fund (UESF) and SEK 150 million through the United Nations Development Programme (UNDP). Support through UNDP will primarily fund the reconstruction of energy infrastructure in Kharkiv, but Odesa, Kyiv and Mykolaiv will also be eligible for support. This entry records an allocation of SEK 650 million to the UNDP under the commitment of international development cooperation registered in SEH9."
Sweden,11.07.24,9.700.000,SEK,Financial,Grant,Allocation,"On July 11, 2024, the Swedish Ministry of Foreign Affairs announced that Sweden will donate SEK 9.7 million to the International Council of Swedish Industry (NIR) for projects in Ukraine. The project will support the development and coordination of Ukraine's 112 system to strengthen Ukraine's resilience and the capacity of the civil protection services."
Sweden,13.07.24,5.000.000,SEK,Humanitarian,Reconstruction,Allocation,"On July 13, 2024, the Swedish government announced to donate an additional SEK 5 million in UNICEF's immediate humanitarian support for the children's hospital in Ohmatdy."
Sweden,23.08.24,10.000.000,SEK,Humanitarian,Reconstruction,Allocation,"On August 23, 2024, Swedish Government announced that it will provide support of almost SEK 10 million to contribute to the reconstruction of the Okhmatdyt Children's Hospital. This contribution will go to the non-profit organisation Beredskapslyftet, which in collaboration with the Astrid Lindgren Children's Hospital at Karolinska University"
Sweden,03.09.24,2.000.000,SEK,Humanitarian,Assistance,Allocation,"The government of Sweden has allocated SEK 2 million in support of the cultural heritage and winter supplies of medicine, heating and electricity for Gammalsvenskby, a Swedish village in Kherson oblast. The funds will be channeled through the Gotland Museum."
Sweden,05.09.24,500.000.000,SEK,Humanitarian,Contribution,Allocation,The Swedish Government has approved an additional SEK 500 million in support for Ukrainian heating and electricity supply for the winter. The initiative encompasses two gas turbines for electricity production in the initial phase. Primary responsibility for Sweden’s contribution will lie with the Swedish International Development Cooperation Agency. The project is a joint investment with a Ukrainian state-owned energy company and other international financial institutions. The aim is for this advanced production facility to become operational in 2025.
Sweden,02.10.24,7.000.000,EUR,Humanitarian,Contribution,Allocation,Sweden has allocated EUR 7 million to procure pickups and trucks for the Support Forces Command of the AFU and the State Special Transport Service as part of the Demining Capability Coalition.
Sweden,02.10.24,2.400.000,EUR,Humanitarian,Contribution,Allocation,"Sweden pledges EUR 2.4 million to strengthen the SMEREKA e-case management system in partnership between EUAM and the Swedish Civil Contingencies Agency. The project includes the modernisation of data storage systems for the Office of the Prosecutor General (OPG) and the development of two new modules for the SMEREKA electronic case management system. In addition, the project will finance the procurement of necessary hardware and software for the Security Service of Ukraine (SSU), the National Police of Ukraine (NPU) and the OPG, including its regional office in Odesa."
Sweden,16.10.24,28.000.000,EUR,Humanitarian,Contribution,Allocation,"Sweden has allocated EUR 28 million to a EUR 44 million package by the Nordic-Baltic Eight to purchase generators and solar panels for Ukraine. The package will contribute turbines, generators, solar panels, transformers and heating as well as financial support to the energy sector and to the reconstruction of critical social infrastructure."
Sweden,16.10.24,28.000.000,EUR,Humanitarian,Contribution,Allocation,"Sweden has allocated EUR 28 million to a EUR 44 million package by the Nordic-Baltic Eight to purchase generators and solar panels for Ukraine. The package will contribute turbines, generators, solar panels, transformers and heating as well as financial support to the energy sector and to the reconstruction of critical social infrastructure."
Sweden,16.10.24,28.000.000,EUR,Humanitarian,Contribution,Allocation,"Sweden has allocated EUR 28 million to a EUR 44 million package by the Nordic-Baltic Eight to purchase generators and solar panels for Ukraine. The package will contribute turbines, generators, solar panels, transformers and heating as well as financial support to the energy sector and to the reconstruction of critical social infrastructure."
Sweden,16.10.24,28.000.000,EUR,Humanitarian,Contribution,Allocation,"Sweden has allocated EUR 28 million to a EUR 44 million package by the Nordic-Baltic Eight to purchase generators and solar panels for Ukraine. The package will contribute turbines, generators, solar panels, transformers and heating as well as financial support to the energy sector and to the reconstruction of critical social infrastructure."
Sweden,29.10.24,50.000.000,SEK,Humanitarian,Contribution,Allocation,"Sweden has allocated SEK 110 million in humanitarian assistance to Ukraine, primarily aimed at protection for the winter. This entry records SEK 50 million going to the Ukrainian Red Cross Society to provide secure access to heating and electricity, and distribution of food, hygiene products, medicines and water."
Sweden,29.10.24,20.000.000,SEK,Humanitarian,Contribution,Allocation,"Sweden has allocated SEK 110 million in humanitarian assistance to Ukraine, primarily aimed at protection for the winter. This entry records SEK 20 million to the UNHCR to assist internally displaced persons with preparedness and protection initiatives before and during the coming winter."
Sweden,29.10.24,30.000.000,SEK,Humanitarian,Contribution,Allocation,"Sweden has allocated SEK 110 million in humanitarian assistance to Ukraine, primarily aimed at protection for the winter. This entry records SEK 30 million going to the UN Development Programme for mine clearance on Ukrainian agricultural land."
Sweden,29.10.24,10.000.000,SEK,Humanitarian,Contribution,Allocation,"Sweden has allocated SEK 110 million in humanitarian assistance to Ukraine, primarily aimed at protection for the winter. This entry records SEK 10 million going to the UN Population Fund to help address women’s sexual and reproductive health needs, prevent sexual and gender-based violence and provide support to people who have been subjected to violence. UNFPA is also helping rebuild and strengthen the health care system."
Sweden,22.11.24,50.000.000,SEK,Humanitarian,Contribution,Allocation,"Sweden has allocated SEK 50 million to the United Nations Population Fund for its operations in Ukraine. To make access to maternity care and other central SRHR services secure, UNFPA is equipping hospitals and health care centres in high-risk regions with basement units. UNFPA also has mobile SRHR teams and clinics in areas where health care facilities are damaged or difficult to reach. In addition to meeting urgent health care needs, UNFPA is helping to build resilience in Ukraine’s health and medical care infrastructure, making it possible for facilities to withstand and operate under difficult conditions."
Sweden,17.07.23,104.400.000,EUR,Humanitarian,Budgetary appropriations,Commitment,"2025 Recovery and Reform cooperation: The Swedish government has adopted a new strategy for Sweden’s recovery and reform cooperation with Ukraine for 2023–2027. The strategy will provide a total of approximately EUR 522 million. Source of Aid 1 mentions the areas of support, but not how much support per year is provided. To avoid large distortions due to the aid program working over 5 years, we split the total value into 5 equal parts until further information is given."
Sweden,17.07.23,104.400.000,EUR,Humanitarian,Budgetary appropriations,Commitment,"2026 Recovery and Reform cooperation: The Swedish government has adopted a new strategy for Sweden’s recovery and reform cooperation with Ukraine for 2023–2027. The strategy will provide a total of approximately EUR 522 million. Source of Aid 1 mentions the areas of support, but not how much support per year is provided. To avoid large distortions due to the aid program working over 5 years, we split the total value into 5 equal parts until further information is given."
